domain,site_id,source_name,country,region,region_code,source_type,layer,priority_tier,ownership_type,geo_alignment,political_leaning,credibility_tier,label_confidence,evidence_url,evidence_note,review_status,article_count_snapshot,profile_version,updated_at
kyivindependent.com,kyiv_independent,The Kyiv Independent,Ukraine,europe,EU,national_major_media,media_narrative,P1,nonprofit,western,center_left,high,high,https://ground.news/interest/the-kyiv-independent,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists The Kyiv Independent as Lean Left and High factuality; review_import: ownership_round2: Kyiv Independent describes independent member-supported newsroom; mapped to nonprofit/community-funded; secondary_evidence=https://kyivindependent.com/about/; reviewer=codex; reviewed_at=2026-06-26,reviewed,5549,media_profile_seed_v1,2026-06-26 12:56:24.237053+00:00
kyodo.co.jp,kyodo_co_jp,Kyodo News,Japan,asia,AS,wire_service,wire_fast,P0,wire_service,western,center,high,high,https://ground.news/interest/kyodo-news,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=wire_service; structural_review_v1: wire service credibility seed; political leaning requires external rating; ground_news_rating_v1: Ground News lists Kyodo News+ as Center and High factuality,reviewed,14626,media_profile_seed_v1,2026-06-26 12:27:17.851019+00:00
lanacion.com.ar,lanacion_com_ar,La Nacion,Argentina,latin_america,LA,national_major_media,media_narrative,P0,private,global_south,center_right,high,high,https://ground.news/interest/la-nacion_7042bc,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists La Nacion as Lean Right and Very High factuality; review_import: ownership_round2: Trust Project lists La Nacion as privately held; secondary_evidence=https://network.thetrustproject.org/partner/la-nacion; reviewer=codex; reviewed_at=2026-06-26,reviewed,24990,media_profile_seed_v1,2026-06-26 12:56:24.236941+00:00
latercera.com,latercera_cl,La Tercera,Chile,latin_america,LA,national_major_media,media_narrative,P1,private,global_south,center_right,high,high,https://ground.news/interest/la-tercera,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists La Tercera as Lean Right and High factuality; review_import: ownership_round2: La Tercera ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/La_Tercera; reviewer=codex; reviewed_at=2026-06-26,reviewed,7470,media_profile_seed_v1,2026-06-26 12:56:24.237018+00:00
lefigaro.fr,lefigaro_fr,Le Figaro,France,europe,EU,national_major_media,media_narrative,P0,private,western,center_right,high,high,https://ground.news/interest/le-figaro,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists Le Figaro as Lean Right and High factuality; review_import: ownership_round2: Le Figaro commercial ownership mapped to private; secondary_evidence=https://en.wikipedia.org/wiki/Le_Figaro; reviewer=codex; reviewed_at=2026-06-26,reviewed,15330,media_profile_seed_v1,2026-06-26 12:56:24.236973+00:00
liputan6.com,liputan6_com,Liputan6,Indonesia,asia,AS,national_major_media,media_narrative,P1,private,global_south,center_right,high,high,https://ground.news/interest/liputan6com,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists liputan6.com as Lean Right and High factuality; review_import: ownership_round2: Liputan6 ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/Liputan_6; reviewer=codex; reviewed_at=2026-06-26,reviewed,5512,media_profile_seed_v1,2026-06-26 12:56:24.237060+00:00
mid.ru,russia_mfa,Russia Foreign Ministry,Russia,europe,EU,foreign_ministry,official_direct,P1,government,russia,state_aligned,medium,medium,https://mid.ru,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=foreign_ministry; structural_review_v1: official/intergovernmental source treated as institutional state_aligned; credibility remains medium pending external factuality rating,reviewed,129,media_profile_seed_v1,2026-06-26 11:41:11.086824+00:00
minrel.gob.cl,chile_minrel,Chile Foreign Ministry,Chile,latin_america,LA,foreign_ministry,official_direct,P1,government,global_south,state_aligned,medium,medium,https://www.minrel.gob.cl,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=foreign_ministry; structural_review_v1: official/intergovernmental source treated as institutional state_aligned; credibility remains medium pending external factuality rating,reviewed,4106,media_profile_seed_v1,2026-06-26 11:41:11.086828+00:00
nationthailand.com,nationthailand_com,The Nation Thailand,Thailand,asia,AS,national_major_media,media_narrative,P1,private,global_south,unknown,unknown,low,https://www.nationthailand.com,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: ownership_round2: The Nation owned by Nation Group; bias and factuality still lack exact third-party rating; secondary_evidence=https://en.wikipedia.org/wiki/The_Nation_(Thailand); reviewer=codex; reviewed_at=2026-06-26,needs_review,15436,media_profile_seed_v1,2026-06-26 12:56:24.236967+00:00
nato.int,nato_news,NATO,International,europe,EU,international_security_org,official_direct,P0,intergovernmental,western,state_aligned,medium,medium,https://www.nato.int,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=international_security_org; structural_review_v1: official/intergovernmental source treated as institutional state_aligned; credibility remains medium pending external factuality rating,reviewed,24444,media_profile_seed_v1,2026-06-26 11:41:11.086835+00:00
nbcnews.com,nbcnews_com,NBC News,United States,north_america,NA,global_major_media,media_narrative,P1,private,western,center_left,high,high,https://ground.news/interest/nbc-news,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists NBC News as Lean Left and High factuality,reviewed,3061,media_profile_seed_v1,2026-06-26 12:27:17.868936+00:00
news24.com,news24_politics,News24,South Africa,africa,AF,national_major_media,media_narrative,P1,private,global_south,center,high,high,https://ground.news/interest/news24,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists News24 as Center and High factuality; review_import: ownership_round2: News24 ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/News24_(website); reviewer=codex; reviewed_at=2026-06-26,reviewed,9353,media_profile_seed_v1,2026-06-26 12:56:24.237005+00:00
news.thaipbs.or.th,news_thaipbs_or_th,Thai PBS,Thailand,asia,AS,public_broadcaster,media_narrative,P1,public,global_south,unknown,high,medium,https://news.thaipbs.or.th,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=public_broadcaster; structural_review_v1: public broadcaster credibility seed; political leaning requires external rating; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: review_round2: kept political unknown; public broadcaster ownership already set; exact third-party bias rating still needed; secondary_evidence=https://en.wikipedia.org/wiki/Thai_Public_Broadcasting_Service; reviewer=codex; reviewed_at=2026-06-26,needs_review,6544,media_profile_seed_v1,2026-06-26 12:56:24.237038+00:00
nikkei.com,nikkei_com,Nikkei,Japan,asia,AS,national_major_media,media_narrative,P0,private,western,center_right,high,high,https://mediabiasfactcheck.com/nikkei-asian-review/,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; mbfc_rating_v1: Media Bias/Fact Check lists Nikkei Asian Review as Right-Center and High factuality; review_import: ownership_round2: Nikkei ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Nikkei; reviewer=codex; reviewed_at=2026-06-26,reviewed,308,media_profile_seed_v1,2026-06-26 12:56:24.237215+00:00
nzherald.co.nz,nzherald_co_nz,NZ Herald,New Zealand,asia_pacific,AP,national_major_media,media_narrative,P1,private,western,center,high,medium,https://ground.news/interest/nz-herald,ground_news_rating_v1: Ground News lists NZ Herald as Center and High factuality; medium confidence due same-name-source ambiguity; review_import: ownership_round2: NZ Herald ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_New_Zealand_Herald; reviewer=codex; reviewed_at=2026-06-26,reviewed,6229,media_profile_seed_v1,2026-06-26 12:56:24.237045+00:00
philstar.com,philstar_headlines,The Philippine Star,Philippines,asia,AS,national_major_media,media_narrative,P1,private,global_south,center_left,high,high,https://ground.news/interest/philstar-global,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists Philstar Global as Lean Left and Very High factuality; review_import: ownership_round2: Philippine Star ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Philippine_Star; reviewer=codex; reviewed_at=2026-06-26,reviewed,54,media_profile_seed_v1,2026-06-26 12:56:24.237295+00:00
phnompenhpost.com,phnompenhpost_com,The Phnom Penh Post,Cambodia,asia,AS,national_major_media,media_narrative,P1,private,global_south,unknown,unknown,low,http://www.phnompenhpost.com,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: ownership_round2: AP reports Post ownership/publisher context; bias and factuality still lack exact third-party rating; secondary_evidence=https://apnews.com/article/8b0abbc3e4c7be382053aff1631b8e74; reviewer=codex; reviewed_at=2026-06-26,needs_review,8442,media_profile_seed_v1,2026-06-26 12:56:24.237012+00:00
premiumtimesng.com,premium_times,Premium Times,Nigeria,africa,AF,national_major_media,media_narrative,P1,private,global_south,center_left,high,high,https://ground.news/interest/premium-times-nigeria,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists Premium Times Nigeria as Lean Left and High factuality; review_import: ownership_round2: Premium Times about page used for private independent media mapping; secondary_evidence=https://www.premiumtimesng.com/about-us; reviewer=codex; reviewed_at=2026-06-26,reviewed,6635,media_profile_seed_v1,2026-06-26 12:56:24.237031+00:00
prothomalo.com,prothomalo_com,Prothom Alo,Bangladesh,south_asia,SA,national_major_media,media_narrative,P0,private,global_south,unknown,unknown,low,https://www.prothomalo.com,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: ownership_round2: Prothom Alo commercial publisher mapped to private; bias and factuality still lack exact third-party rating; secondary_evidence=https://en.wikipedia.org/wiki/Prothom_Alo; reviewer=codex; reviewed_at=2026-06-26,needs_review,11468,media_profile_seed_v1,2026-06-26 12:56:24.236987+00:00
publico.pt,publico_pt,Publico,Portugal,europe,EU,national_major_media,media_narrative,P1,private,western,unknown,unknown,low,https://ground.news/interest/publico_f8d3f6,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: rating_round2: Ground News lists Publico Portugal bias and factuality as unknown; ownership_round2: commercial ownership mapped to private; secondary_evidence=https://en.wikipedia.org/wiki/P%C3%BAblico_(Portugal); reviewer=codex; reviewed_at=2026-06-26,reviewed,199,media_profile_seed_v1,2026-06-26 12:56:24.237243+00:00
reuters.com,reuters_world,Reuters,United Kingdom,global,GL,wire_service,wire_fast,P0,wire_service,western,center,high,high,https://ground.news/interest/reuters_fa2539,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=wire_service; structural_review_v1: wire service credibility seed; political leaning requires external rating; ground_news_rating_v1: Ground News lists Reuters as Center and Very High factuality,reviewed,135,media_profile_seed_v1,2026-06-26 12:27:17.854836+00:00
rnz.co.nz,rnz_co_nz,RNZ,New Zealand,asia_pacific,AP,public_broadcaster,media_narrative,P0,public,western,center,high,high,https://ground.news/interest/rnz,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=public_broadcaster; structural_review_v1: public broadcaster credibility seed; political leaning requires external rating; ground_news_rating_v1: Ground News lists RNZ as Center and High factuality,reviewed,24047,media_profile_seed_v1,2026-06-26 12:27:17.852499+00:00
rtve.es,rtve_es,RTVE,Spain,europe,EU,public_broadcaster,media_narrative,P0,public,western,center_left,high,high,https://ground.news/interest/rtve,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=public_broadcaster; structural_review_v1: public broadcaster credibility seed; political leaning requires external rating; ground_news_rating_v1: Ground News lists RTVE as Lean Left and High factuality,reviewed,6411,media_profile_seed_v1,2026-06-26 12:27:17.871240+00:00
scmp.com,scmp_com,SCMP,Hong Kong,asia,AS,regional_major_media,media_narrative,P0,private,china,center,high,high,https://ground.news/interest/south-china-morning-post,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists South China Morning Post as Center and High factuality; review_import: ownership_round2: SCMP corporate history states Alibaba acquisition; secondary_evidence=https://corp.scmp.com/our-company; reviewer=codex; reviewed_at=2026-06-26,reviewed,25207,media_profile_seed_v1,2026-06-26 12:56:24.236929+00:00
smh.com.au,smh_com_au,The Sydney Morning Herald,Australia,asia_pacific,AP,national_major_media,media_narrative,P0,private,western,center_left,high,high,https://ground.news/interest/sydney-morning-herald,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists The Sydney Morning Herald as Lean Left and High factuality; review_import: ownership_round2: SMH ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Sydney_Morning_Herald; reviewer=codex; reviewed_at=2026-06-26,reviewed,3310,media_profile_seed_v1,2026-06-26 12:56:24.237080+00:00
straitstimes.com,straitstimes_com,The Straits Times,Singapore,asia,AS,national_major_media,media_narrative,P0,private,global_south,center_right,high,high,https://ground.news/interest/the-straits-times_9bb9e6,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists The Straits Times as Lean Right and High factuality; review_import: ownership_round2: SPH Media owns The Straits Times; mapped to private non-state media company; secondary_evidence=https://en.wikipedia.org/wiki/SPH_Media; reviewer=codex; reviewed_at=2026-06-26,reviewed,26647,media_profile_seed_v1,2026-06-26 12:56:24.236873+00:00
tass.com,tass_com,TASS,Russia,europe,EU,state_media,wire_fast,P0,state,russia,state_aligned,medium,medium,https://tass.com,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=state_media; structural_review_v1: state_media treated as state_aligned; credibility remains medium pending external factuality rating,reviewed,26214,media_profile_seed_v1,2026-06-26 11:41:11.086890+00:00
thanhnien.vn,thanhnien_vn,Thanh Nien,Vietnam,asia,AS,national_major_media,media_narrative,P1,party_affiliated,global_south,state_aligned,medium,medium,https://statemediamonitor.com/2025/07/thanh-nien/,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; institutional_override_v1: State Media Monitor describes Thanh Nien as an official mouthpiece tied to Vietnam's party-linked youth organization,reviewed,25306,media_profile_seed_v1,2026-06-26 12:27:17.883304+00:00
theage.com.au,theage_com_au,The Age,Australia,asia_pacific,AP,national_major_media,media_narrative,P0,private,western,center_left,high,high,https://ground.news/interest/the-age,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists The Age as Lean Left and High factuality; review_import: ownership_round2: The Age ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Age; reviewer=codex; reviewed_at=2026-06-26,reviewed,200,media_profile_seed_v1,2026-06-26 12:56:24.237236+00:00
thedailystar.net,daily_star_bd,The Daily Star Bangladesh,Bangladesh,south_asia,SA,national_major_media,media_narrative,P1,private,global_south,unknown,unknown,low,https://ground.news/interest/the-daily-star_5f3b12,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: rating_round2: Ground News Bangladesh page lists bias and factuality as unknown; ownership_round2: Daily Star commercial ownership mapped to private; secondary_evidence=https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh); reviewer=codex; reviewed_at=2026-06-26,reviewed,377,media_profile_seed_v1,2026-06-26 12:56:24.237209+00:00
theglobeandmail.com,theglobeandmail_com,The Globe and Mail,Canada,north_america,NA,national_major_media,media_narrative,P0,private,western,center,high,high,https://ground.news/interest/the-globe-and-mail,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists The Globe & Mail as Center and Very High factuality; review_import: ownership_round2: Globe and Mail ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Globe_and_Mail; reviewer=codex; reviewed_at=2026-06-26,reviewed,763,media_profile_seed_v1,2026-06-26 12:56:24.237166+00:00
theguardian.com,theguardian_com,The Guardian,United Kingdom,europe,EU,global_major_media,media_narrative,P0,nonprofit,western,center_left,high,high,https://mediabiasfactcheck.com/the-guardian/,seeded_from_historical_wave1_targets; mbfc_rating_v1: Media Bias/Fact Check lists The Guardian as Left-Center and High factuality; review_import: ownership_round2: Scott Trust ownership reinvests profits in journalism; mapped to nonprofit/trust; secondary_evidence=https://www.theguardian.com/about/history; reviewer=codex; reviewed_at=2026-06-26,reviewed,428,media_profile_seed_v1,2026-06-26 12:56:24.237193+00:00
thehindu.com,the_hindu_world,The Hindu,India,south_asia,SA,national_major_media,media_narrative,P1,private,global_south,center_left,high,high,https://ground.news/interest/the-hindu,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists The Hindu as Lean Left and High factuality; review_import: ownership_round2: The Hindu ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Hindu; reviewer=codex; reviewed_at=2026-06-26,reviewed,1210,media_profile_seed_v1,2026-06-26 12:56:24.237140+00:00
thejakartapost.com,thejakartapost_com,The Jakarta Post,Indonesia,asia,AS,national_major_media,media_narrative,P0,private,global_south,center_left,medium,medium,https://ground.news/interest/the-jakarta-post,"seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists The Jakarta Post as Lean Left and High factuality; MBFC lists mostly factual, so mapped conservatively to medium; review_import: ownership_round2: Jakarta Post ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/The_Jakarta_Post; reviewer=codex; reviewed_at=2026-06-26",reviewed,301,media_profile_seed_v1,2026-06-26 12:56:24.237222+00:00
thenationalnews.com,the_national_uae,The National,United Arab Emirates,middle_east,ME,national_major_media,media_narrative,P1,private,middle_east,center,high,medium,https://ground.news/interest/the-national_7f9810,ground_news_rating_v1: Ground News page for The National lists Center and High factuality; medium confidence due same-name-source ambiguity; review_import: ownership_round2: IMI describes itself as privately-owned media group; secondary_evidence=https://imimedia.com/; reviewer=codex; reviewed_at=2026-06-26,reviewed,26553,media_profile_seed_v1,2026-06-26 12:56:24.236891+00:00
thestar.com,thestar_com,Toronto Star,Canada,north_america,NA,national_major_media,media_narrative,P1,private,western,center_left,high,high,https://ground.news/interest/the-toronto-star,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists Toronto Star as Lean Left and High factuality; review_import: ownership_round2: Toronto Star ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/Toronto_Star; reviewer=codex; reviewed_at=2026-06-26,reviewed,1509,media_profile_seed_v1,2026-06-26 12:56:24.237128+00:00
thestar.com.my,thestar_com_my,The Star Malaysia,Malaysia,asia,AS,national_major_media,media_narrative,P1,party_affiliated,global_south,right,medium,high,https://ground.news/interest/the-star-kuala-lumpur,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; ground_news_rating_v1: Ground News lists The Star Kuala Lumpur as Right and Mixed factuality; review_import: ownership_round2: The Star Malaysia is associated with MCA ownership; mapped to party_affiliated; secondary_evidence=https://en.wikipedia.org/wiki/The_Star_(Malaysia); reviewer=codex; reviewed_at=2026-06-26,reviewed,125,media_profile_seed_v1,2026-06-26 12:56:24.237270+00:00
timesofindia.indiatimes.com,timesofindia_indiatimes_com,Times of India,India,south_asia,SA,national_major_media,media_narrative,P0,private,global_south,center_right,medium,high,https://ground.news/interest/times-of-india,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists Times of India as Lean Right and Mixed factuality; review_import: ownership_round2: Times of India owned by Bennett Coleman and Co. Ltd.; mapped to private; secondary_evidence=https://en.wikipedia.org/wiki/The_Times_of_India; reviewer=codex; reviewed_at=2026-06-26,reviewed,26285,media_profile_seed_v1,2026-06-26 12:56:24.236909+00:00
tuoitre.vn,tuoitre_vn,Tuoi Tre,Vietnam,asia,AS,national_major_media,media_narrative,P1,party_affiliated,global_south,state_aligned,medium,medium,https://statemediamonitor.com/2025/07/tuoi-tre/,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; institutional_override_v1: State Media Monitor says Tuoi Tre operates under the Ho Chi Minh City Communist Youth Union,reviewed,19212,media_profile_seed_v1,2026-06-26 12:27:17.886701+00:00
ukrinform.net,ukrinform,Ukrinform,Ukraine,europe,EU,wire_service,wire_fast,P1,wire_service,western,center_right,medium,medium,https://mediabiasfactcheck.com/ukrinform-bias-and-credibility/,mbfc_rating_v1: Media Bias/Fact Check lists Ukrinform as Right-Center and Mixed factuality; medium confidence due government-agency context,reviewed,15532,media_profile_seed_v1,2026-06-26 12:27:17.874772+00:00
vietnamnet.vn,vietnamnet_vn,VietNamNet,Vietnam,asia,AS,national_major_media,media_narrative,P1,government,global_south,state_aligned,medium,medium,https://vietnamnet.vn/en/vietnamnet-to-transition-under-the-ministry-of-ethnic-and-religious-affairs-2377357.html,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; institutional_override_v1: VietNamNet reports that it was transferred under Vietnam's Ministry of Information and Communications,reviewed,26425,media_profile_seed_v1,2026-06-26 12:27:17.887300+00:00
wafa.ps,wafa_ps,WAFA,Palestine,middle_east,ME,state_media,wire_fast,P0,state,middle_east,state_aligned,medium,medium,https://wafa.ps,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=state_media; structural_review_v1: state_media treated as state_aligned; credibility remains medium pending external factuality rating,reviewed,3932,media_profile_seed_v1,2026-06-26 11:41:11.086936+00:00
who.int,who_int,WHO,International,global,GL,international_organization,official_direct,P1,intergovernmental,neutral,state_aligned,medium,medium,https://www.who.int,seeded_from_historical_wave1_targets; ownership inferred structurally from source_type=international_organization; structural_review_v1: official/intergovernmental source treated as institutional state_aligned; credibility remains medium pending external factuality rating,reviewed,18,media_profile_seed_v1,2026-06-26 11:41:11.086940+00:00
yomiuri.co.jp,yomiuri_co_jp,The Yomiuri Shimbun,Japan,asia,AS,national_major_media,media_narrative,P0,private,western,center_right,high,high,https://ground.news/interest/_3899b7,seeded_from_historical_wave1_targets; ground_news_rating_v1: Ground News lists Yomiuri Shimbun online as Lean Right and High factuality; review_import: ownership_round2: Yomiuri ownership mapped to private commercial media; secondary_evidence=https://en.wikipedia.org/wiki/Yomiuri_Shimbun; reviewer=codex; reviewed_at=2026-06-26,reviewed,1965,media_profile_seed_v1,2026-06-26 12:56:24.237099+00:00
zaobao.com,zaobao_com,Lianhe Zaobao,Singapore,asia,AS,regional_major_media,media_narrative,P0,private,global_south,unknown,unknown,low,http://www.zaobao.com,seeded_from_historical_wave1_targets; geo_alignment_rule_v1: inferred from curated country/region for source-composition grouping; not a political-bias label; review_import: ownership_round2: SPH Media owns Lianhe Zaobao; bias and factuality still lack exact third-party rating; secondary_evidence=https://en.wikipedia.org/wiki/SPH_Media; reviewer=codex; reviewed_at=2026-06-26,needs_review,26200,media_profile_seed_v1,2026-06-26 12:56:24.236922+00:00
