site_id,url,domain,priority_tier,quality_tier,source_type,region,action,notes,classification_basis
dailyqudrat_pk,https://dailyqudrat.pk/world/,dailyqudrat.pk,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dailysabah_com,https://www.dailysabah.com/politics,dailysabah.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dailythepatriot_com,https://dailythepatriot.com/category/latest-news/,dailythepatriot.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dainiknavajyoti_com,http://www.dainiknavajyoti.com/world/category-1,dainiknavajyoti.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dantri_com_vn,http://dantri.com.vn/the-gioi.htm,dantri.com.vn,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
darendehaber_com,https://darendehaber.com/haber/kategori/liste-22,darendehaber.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
data_blog,https://data.blog/category/data-engineering/,data.blog,Drop,D,noise,global,drop,blog platform,manual_or_curated
dawnnews_tv,https://www.dawnnews.tv/pakistan,dawnnews.tv,P0,A,national_major_media,south_asia,primary_crawl,important Pakistan source,manual_or_curated
dcinside_com,https://gall.dcinside.com,dcinside.com,Drop,D,noise,asia,drop,forum platform not news,manual_or_curated
de_hujiang_com,https://de.hujiang.com/new/xinwen/,de.hujiang.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
degisimmedya_com,http://www.degisimmedya.com/hkategori/41-guncel.html,degisimmedya.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
desh_co_in,https://www.desh.co.in/latest-news,desh.co.in,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
desh_tv,https://desh.tv/national,desh.tv,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
desidozz_com,https://desidozz.com/news/,desidozz.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
detik_com,https://news.detik.com/,detik.com,P1,B,national_major_media,asia,secondary_crawl,major Indonesia source,manual_or_curated
detiknews_com,https://news.detik.com/berita,detik.com,P1,B,national_major_media,asia,secondary_crawl,major Indonesia news section,manual_or_curated
deutschlandfunkkultur_de,https://www.deutschlandfunkkultur.de/politik-114.html,deutschlandfunkkultur.de,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
deutschlernerblog_de,https://deutschlernerblog.de/category/sprachniveaus/,deutschlernerblog.de,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
deutschwortschatz_de,https://deutschwortschatz.de/wortschatzbilder-zum-geniessen/blog/,deutschwortschatz.de,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
devbhoomimedia_com,https://www.devbhoomimedia.com/uttrakhand/national/,devbhoomimedia.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dex_com,http://dex.com/global_locations.jsp,dex.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dhakatimes24_com,https://www.dhakatimes24.com/national,dhakatimes24.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
diariodechimbote_com,https://diariodechimbote.com/,diariodechimbote.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dict_com,https://www.dict.com/,dict.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dictionary_cambridge_org,https://www.dictionary.cambridge.org/dictionary/,dictionary.cambridge.org,Drop,D,noise,global,drop,dictionary not news,manual_or_curated
diis_dk,https://www.diis.dk/en/region/arctic,diis.dk,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
diyarbakirsoz_com,https://www.diyarbakirsoz.com/resmi-ilanlar,diyarbakirsoz.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dizionari_repubblica_it,https://www.repubblica.it/politica/,repubblica.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dizionario_internazionale_it,https://dizionario.internazionale.it/abbreviazioni/opinioni,dizionario.internazionale.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dmpnews_org,https://dmpnews.org/category/%e0%a6%9c%e0%a6%be%e0%a6%a4%e0%a7%80%e0%a7%9f/,dmpnews.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dn_pt,https://www.dn.pt/%C3%BAltimas,dn.pt,P1,B,national_major_media,europe,secondary_crawl,good Portugal supplement,manual_or_curated
dohamagazine_qa,https://www.dohamagazine.qa/ar/article-list,dohamagazine.qa,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
doonhorizon_in,https://doonhorizon.in/latest-news/,doonhorizon.in,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dpa_com,https://www.dpa.com/en/about-dpa/ownership-management,dpa.com,P1,B,wire_service,europe,secondary_crawl,major wire; use English international news service rather than corporate pages,manual_override
dropbox_com,https://www.dropbox.com/business/solutions/marketing,dropbox.com,Drop,D,noise,global,drop,enterprise software site,manual_or_curated
dunya_com,https://www.dunya.com/rss,dunya.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
dwiz882am_com,https://www.dwiz882am.com/index.php/category/headlines/,dwiz882am.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ebanglalibrary_com,https://www.ebanglalibrary.com/genres/editors-choice/,ebanglalibrary.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ecentral_my,https://ecentral.my/kewangan/,ecentral.my,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
echoroukonline_com,https://www.echoroukonline.com/world,echoroukonline.com,P2,C,national_major_media,middle_east,selective_crawl,useful Algeria source,manual_or_curated
efe_com,https://www.efe.com/efe/espana/1/inicio-america/,efe.com,P1,B,wire_service,latin_america,secondary_crawl,valuable wire but path should be tuned,manual_or_curated
ekushey_tv_com,https://www.ekushey-tv.com/1/national/,ekushey-tv.com,P2,C,national_major_media,south_asia,selective_crawl,useful Bangladesh TV source,manual_or_curated
el_carabobeno_com,https://www.el-carabobeno.com/secciones/noticias/nacional/,el-carabobeno.com,P2,C,regional_media_candidate,middle_east,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
el_nacional_com,http://www.el-nacional.com/politica/,el-nacional.com,P2,C,national_major_media,latin_america,selective_crawl,useful but country scope limited,manual_or_curated
elbistaninsesi_com,https://www.elbistaninsesi.com/politika,elbistaninsesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elbyan_com,https://www.elbyan.com/category/%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d9%85%d8%b5%d8%b1/,elbyan.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elcomercioperu_com_pe,http://www.elcomercioperu.com.pe/politica/,elcomercioperu.com.pe,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elhadeth_mr,http://elhadeth.mr/inter,elhadeth.mr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elikhbaria_com,https://www.elikhbaria.com/,elikhbaria.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elmundo_es,https://www.elmundo.es/internacional.html,elmundo.es,P0,A,national_major_media,europe,primary_crawl,major Spanish daily,manual_or_curated
elpais_com,https://elpais.com/internacional/,elpais.com,P0,A,national_major_media,europe,primary_crawl,major Spanish global desk,manual_or_curated
elperiodico_com,https://www.elperiodico.com/es/ultimas-noticias/,elperiodico.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
eltiempo_pe,https://eltiempo.pe/categoria/ultimas-noticias/,eltiempo.pe,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
elwatannews_com,https://www.elwatannews.com/section/19,elwatannews.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
emaratalyoum_com,https://www.emaratalyoum.com/politics/news,emaratalyoum.com,P2,C,national_major_media,middle_east,selective_crawl,valuable UAE source,manual_or_curated
ensonhaber_com,https://www.ensonhaber.com/gundem,ensonhaber.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
epaper_pknewspapers_com,http://epaper.pknewspapers.com/indian.html,epaper.pknewspapers.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
escambray_cu,http://www.escambray.cu/category/mundo/,escambray.cu,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
esdm_go_id,http://www.esdm.go.id/id/reformasi-birokrasi/rubrik-berita,esdm.go.id,P2,C,official_government,asia,selective_crawl,official ministry site with narrow policy scope,manual_override
express_pk,https://www.express.pk/world,express.pk,P1,B,national_major_media,south_asia,secondary_crawl,major Pakistan source,manual_or_curated
f5haber_com,https://www.f5haber.com/dunya,f5haber.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
fairchildtv_com,https://www.fairchildtv.com/ch/news_archive_list.php,fairchildtv.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
faz_com,http://www.faz.com/aktuell/politik/,faz.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
faz_net,https://www.faz.net/aktuell/politik/,faz.net,P0,A,national_major_media,europe,primary_crawl,major German paper,manual_or_curated
fc2_com,https://video.fc2.com/en/,fc2.com,Drop,D,noise,global,drop,video platform not news,manual_or_curated
fcpp_org,https://frontiercentre.org/news/,frontiercentre.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
felesteen_ps,https://felesteen.ps/post/category/3/%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%AF%D9%88%D9%84%D9%8A,felesteen.ps,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
femmeactuelle_fr,https://www.femmeactuelle.fr/actu,femmeactuelle.fr,Drop,D,noise,europe,drop,lifestyle and celebrity site,manual_or_curated
fesdc_org,https://www.fesdc.org/about/friedrich-ebert-stiftung/topics.html,fesdc.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
fiia_fi,https://www.fiia.fi/en/en/news,fiia.fi,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
forbes_com,http://www.forbes.com/news/,forbes.com,P2,C,business_media,europe,selective_crawl,unclear source value; manual review recommended,heuristic
foreignaffairs_org,http://www.foreignaffairs.org/topics/geopolitics,foreignaffairs.org,P3,C,think_tank_context,global,context_only,magazine analysis not raw news,manual_or_curated
fortune_com,http://www.fortune.com/section/latest/,fortune.com,P2,C,business_media,global,selective_crawl,unclear source value; manual review recommended,heuristic
forum_donanimhaber_com,https://forum.donanimhaber.com/anasayfa-haberleri--f189,forum.donanimhaber.com,Drop,D,noise,global,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
fotospor_com,https://www.fotospor.com/spor-haberleri/,fotospor.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
foxnews_com,https://www.foxbusiness.com/,foxbusiness.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
france_air_com,https://www.france-air.com/construire-votre-projet/industrie/automobile/,france-air.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
francebleu_fr,https://www.francebleu.fr/infos,francebleu.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
fraserinstitute_org,https://www.fraserinstitute.org/categories/health-care,fraserinstitute.org,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
freemalaysiatoday_com,http://www.freemalaysiatoday.com/news,freemalaysiatoday.com,P0,A,national_major_media,asia,primary_crawl,high update frequency,manual_or_curated
french_xinhuanet_com,http://french.xinhuanet.com/monde/index.htm,french.xinhuanet.com,P2,C,state_media,asia,selective_crawl,state source useful for multilingual China framing,manual_or_curated
fril_jp,https://fril.jp/category/10001,fril.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
frontiermyanmar_com,https://www.frontiermyanmar.com/updates,frontiermyanmar.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
futbolsayfasi_net,https://futbolsayfasi.net/futbol,futbolsayfasi.net,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gala_fr,https://www.gala.fr/l_actu,gala.fr,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gapgundemi_com,https://www.gapgundemi.com/urfa-haber,gapgundemi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gatra_com,http://www.gatra.com/category-234-Nasional.html,gatra.com,P2,C,national_major_media,asia,selective_crawl,useful Indonesia supplement,manual_or_curated
gazetevatan_com,https://www.gazetevatan.com/gundem/,gazetevatan.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gazzetta_it,https://www.gazzetta.it/Sport-Usa/,gazzetta.it,Drop,D,noise,europe,drop,"non-news, utility, forum, lifestyle, or commerce source",heuristic
generaccion_com,http://www.generaccion.com/,generaccion.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
geo_tv,https://www.geo.tv/latest-news,geo.tv,P0,A,national_major_media,south_asia,primary_crawl,high volume Pakistan source,manual_or_curated
gercekgundem_com,https://www.gercekgundem.com/gazete-mansetleri,gercekgundem.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
germany_travel,https://www.germany.travel/de/startseite.html/de/inspiring-germany/uebersicht.html,germany.travel,Drop,D,noise,europe,drop,tourism site,manual_or_curated
giornali_it,https://giornali.it/quotidiani-nazionali/,giornali.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gnnhd_tv,https://gnnhd.tv/latest,gnnhd.tv,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
googlynews_tv,https://googlynews.tv/section/latest-report-news-in-urdu/,googlynews.tv,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
guerrillero_cu,http://www.guerrillero.cu/category/cuba/,guerrillero.cu,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
gunes_com,https://www.gunes.com/dunya,gunes.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
haaretz_com,https://www.haaretz.com/israel-news/israel-security,haaretz.com,P0,A,national_major_media,middle_east,primary_crawl,high value for Israel coverage,manual_or_curated
haaretzdaily_com,https://www.haaretzdaily.info/category/tie-world/tie-games/,haaretzdaily.info,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
haber3_com,https://www.haber3.com/yerel,haber3.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
haber7_com,https://www.haber7.com/gazete-mansetleri/dunya,haber7.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
haberler_com,https://www.haberler.com/dunya/,haberler.com,P2,C,national_major_media,middle_east,selective_crawl,high volume Turkey source,manual_or_curated
haberturk_com,https://www.haberturk.com/gundem,haberturk.com,P1,B,national_major_media,middle_east,secondary_crawl,important Turkey source,manual_or_curated
hakimiyet_com,https://www.hakimiyet.com/haberler/dunya/,hakimiyet.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hariansinggalang_co_id,https://www.hariansinggalang.co.id/berita,hariansinggalang.co.id,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hatawtabloid_com,https://www.hatawtabloid.com/,hatawtabloid.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hataygazetesi_com,https://www.hataygazetesi.com/saglik,hataygazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
heritage_org,https://www.heritage.org/global-politics,heritage.org,P3,C,think_tank_context,north_america,context_only,policy advocacy source not news backbone,manual_or_curated
hindi_apnlive_com,https://hindi.apnlive.com/top-news/,hindi.apnlive.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindi_digpu_com,https://hindi.digpu.com/category/politics-news,hindi.digpu.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindi_liveatnews_com,https://hindi.liveatnews.com/,hindi.liveatnews.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindi_nyoooz_com,https://www.hindi.nyoooz.com/news/lucknow/,hindi.nyoooz.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindi_thequint_com,https://hindi.thequint.com/opinion,hindi.thequint.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindi_webdunia_com,https://hindi.webdunia.com/latest-hindi-news,hindi.webdunia.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hindustantimes_com,https://www.hindustantimes.com/world-news,hindustantimes.com,P0,A,national_major_media,south_asia,primary_crawl,major India source,manual_or_curated
hitachi_co_jp,https://www.hitachi.co.jp/products/,hitachi.co.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hojemacau_com_mo,https://hojemacau.com.mo/seccao/entrevista/,hojemacau.com.mo,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hoover_org,https://www.hoover.org/publications/defining-ideas,hoover.org,P3,C,think_tank_context,north_america,context_only,analysis source not news backbone,manual_or_curated
hudson_org,http://www.hudson.org/foreign-policy,hudson.org,P3,C,think_tank_context,north_america,context_only,analysis source not news backbone,manual_or_curated
hudutgazetesi_com,http://www.hudutgazetesi.com/kategori/guncel/,hudutgazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hurriyet_com_tr,https://www.hurriyet.com.tr/gundem/,hurriyet.com.tr,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
hurriyetdailynews_com,https://www.hurriyetdailynews.com/world/,hurriyetdailynews.com,P0,A,national_major_media,middle_east,primary_crawl,English Turkey source,manual_or_curated
id_mofcom_gov_cn,https://id.mofcom.gov.cn/mytz/index.html,id.mofcom.gov.cn,P1,B,official_government,asia,secondary_crawl,official commerce and investment news source useful for China policy framing,manual_override
id_wikipedia_org,https://id.wikipedia.org/wiki/Kategori:Penelitian,id.wikipedia.org,P2,C,noise,latin_america,selective_crawl,unclear source value; manual review recommended,heuristic
iedm_org,https://www.iedm.org/685-research-areas/,iedm.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ifri_org,https://www.ifri.org/en/thematiques/economy,ifri.org,P3,C,think_tank_context,europe,context_only,"analysis source; useful for context, not raw news backbone",heuristic
iiea_com,https://www.iiea.com/economics,iiea.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
iisd_org,https://www.iisd.org/articles/insights,iisd.org,P3,C,think_tank_context,global,context_only,"analysis source; useful for context, not raw news backbone",heuristic
ilmanifesto_it,https://ilmanifesto.it/sezioni/internazionale,ilmanifesto.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ilmattino_it,https://www.ilmattino.it/primopiano/,ilmattino.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ilmessaggero_it,https://www.ilmessaggero.it/politica/,ilmessaggero.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ilsole24ore_com,http://www.ilsole24ore.com/sez/mondo,ilsole24ore.com,P2,C,business_media,global,selective_crawl,unclear source value; manual review recommended,heuristic
indonesian_cri_cn,http://indonesian.cri.cn/world,indonesian.cri.cn,P2,C,state_media,asia,selective_crawl,unclear source value; manual review recommended,heuristic
inextlive_com,https://www.inextlive.com/latest-news-hindi.html,inextlive.com,P2,C,regional_media_candidate,latin_america,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
infukuoka_info,http://www.infukuoka.info/,infukuoka.info,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
inkhabar_com,https://www.inkhabar.com/world/,inkhabar.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
inquirer_net,https://newsinfo.inquirer.net/,inquirer.net,P0,A,national_major_media,asia,primary_crawl,major Philippines source,manual_or_curated
insideindonesia_org,http://www.insideindonesia.org/archive,insideindonesia.org,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
interfax_com,https://interfax.com/newsroom/top-stories/,interfax.com,P0,A,wire_service,europe,primary_crawl,important regional wire,manual_or_curated
internationalaffairs_org_au,https://www.internationalaffairs.org.au/blog-post-type/analysis/,internationalaffairs.org.au,P2,C,regional_media_candidate,asia_pacific,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
intimes_com_my,http://intimes.com.my/news2a/index.php/2018-07-09-11-40-04,intimes.com.my,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
io_gov_mo,https://www.bo.dsaj.gov.mo/pt/home/,bo.dsaj.gov.mo,P2,C,official_government,asia,selective_crawl,official Macau public administration source with limited newsroom relevance,manual_override
ips_ubd_edu_bn,https://ips.ubd.edu.bn/category/news/,ips.ubd.edu.bn,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
irna_ir,https://www.irna.ir/rss,irna.ir,P0,A,state_media,middle_east,primary_crawl,official Iranian news agency,manual_or_curated
irpp_org,https://irpp.org/media/?media_type=op-ed&display=grid,irpp.org,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
ispmyanmar_com,https://www.ispmyanmar.com/category/state-of-myanmar,ispmyanmar.com,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
israel21c_org,https://www.israel21c.org/latest/,israel21c.org,P2,C,regional_media_candidate,middle_east,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
israelhayom_co_il,https://www.israelhayom.co.il/news,israelhayom.co.il,P1,B,national_major_media,middle_east,secondary_crawl,high relevance but paywall risk,manual_or_curated
istat_it,https://www.istat.it/statistiche-per-temi/economia/conti-nazionali/,istat.it,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
istikbalgazetesi_com,http://www.istikbalgazetesi.com/guncel,istikbalgazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
iwanami_co_jp,https://www.iwanami.co.jp/magazine/,iwanami.co.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jagran_com,https://www.jagran.com/world-news-hindi.html,jagran.com,P2,C,national_major_media,south_asia,selective_crawl,major Hindi source,manual_or_curated
janes_com,http://www.janes.com/defence-intelligence/who-we-help,janes.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
janoduniya_tv,http://janoduniya.tv/%e0%a4%a4%e0%a4%95%e0%a4%a8%e0%a5%80%e0%a4%95/,janoduniya.tv,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
janokti_com,https://www.janokti.com/,janokti.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
japan_guide_com,https://www.japan-guide.com/news/,japan-guide.com,Drop,D,noise,asia,drop,tourism site,manual_or_curated
jasarat_com,https://www.jasarat.com/urdu/latest-news/,jasarat.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jianhuadaily_com,http://www.jianhuadaily.com/index.php/international,jianhuadaily.com,P2,C,regional_media_candidate,global,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jnocnews_co_jp,http://www.jnocnews.co.jp/c/comment,jnocnews.co.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jobkorea_co_kr,https://www.jobkorea.co.kr/recruit/joblist?menucode=local&localorder=1,jobkorea.co.kr,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jp_bank_japanpost_jp,https://www.jp-bank.japanpost.jp/news/2026/news_2026.html,jp-bank.japanpost.jp,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jpfbj_cn,https://www.jpfbj.cn/mp/culture/,jpfbj.cn,P2,C,regional_media_candidate,asia,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
jpost_com,https://www.jpost.com/israel-news,jpost.com,P0,A,national_major_media,middle_east,primary_crawl,major English Israel source,manual_or_curated
jugantor_com,https://www.jugantor.com/latest,jugantor.com,P2,C,national_major_media,south_asia,selective_crawl,major Bangladesh source,manual_or_curated
kadikoygazetesi_com,https://kadikoygazetesi.com/politika,kadikoygazetesi.com,P2,C,regional_media_candidate,europe,selective_crawl,possible news publisher; needs manual review before large-scale crawl,heuristic
