article_id	label	score
5309243	0	0.43486446
5047044	0	0.56923238
3474266	0	0.37633616
5178203	0	0.33176117
3998340	1	0.98632985
3474243	0	0.61908810
4522537	0	0.44906005
4785051	0	0.41071245
4654011	0	0.46636380
5440483	0	0.38599247
3212112	0	0.67903332
3998488	0	0.53221179
5440303	0	0.53052412
3605391	0	0.68102561
2949960	0	0.90899565
4916116	0	0.30748739
4785136	0	0.36320069
4785140	0	0.41790623
4785290	0	0.40243351
3081242	0	0.45283857
3998723	0	0.48307919
3998677	0	0.32539685
4654193	0	0.33821148
4654285	0	0.90670797
2950023	0	0.59039400
5309300	0	0.69833897
3998990	0	0.54418027
3081363	0	0.58961414
3081356	0	0.70115265
4785392	0	0.33993696
4785208	0	0.40323948
5177986	1	0.79319805
5571859	0	0.66674856
3474774	0	0.32618801
5440627	0	0.46071763
3081321	0	0.40644477
5178706	0	0.33902422
4654520	0	0.33359708
4523351	0	0.95658942
5309843	0	0.33357372
3474820	0	0.37656957
3343832	0	0.47333361
3736699	0	0.52004626
4654512	0	0.33889020
5572013	0	0.46352029
4916711	0	0.48280353
3474643	0	0.73718166
3868014	0	0.41024101
4916700	0	0.78694638
3867867	1	0.56870969
4523533	0	0.32511614
5309919	0	0.30368934
3606004	0	0.34519422
4654611	0	0.34996633
4785626	0	0.37587792
4785649	0	0.32785316
3868181	0	0.30686093
4523557	0	0.32566862
3999285	0	0.67388577
3212887	0	0.42321784
3606020	0	0.36659014
3737182	0	0.45021346
3344003	0	0.34207994
2950876	0	0.87501991
3475129	0	0.32134379
3737235	0	0.30748739
5048017	0	0.31172927
2950722	0	0.30428647
5441233	0	0.46073931
3344014	0	0.78450970
5441165	0	0.56798725
4785919	0	0.55749112
3213073	0	0.30280982
5572393	0	0.30547562
3213051	0	0.44622181
4785974	0	0.47128818
4523801	0	0.31110988
5572300	0	0.49677033
3606353	0	0.83198646
3082137	0	0.37821847
5310347	0	0.80038202
3606467	0	0.31549879
3344345	0	0.42280001
4654967	0	0.94495743
3606454	0	0.93585099
3213137	0	0.36602405
2950992	0	0.40450080
4785847	0	0.87741609
5179231	0	0.66746072
5441435	0	0.45373515
3999671	0	0.64069939
4655073	0	0.35178863
3475296	1	0.36663275
3475368	0	0.35682666
5572473	0	0.82799060
5310457	0	0.46071763
3737484	0	0.67419834
3737626	0	0.32001744
3213281	0	0.33576611
4917312	0	0.32051345
3737415	0	0.70566197
5179451	0	0.32424568
3606576	0	0.33185341
3213440	0	0.45496789
5048315	0	0.37100206
4655130	0	0.38332311
5179518	0	0.47620026
5572777	0	0.32246666
3606649	0	0.65608396
3737672	0	0.41852304
4524019	1	0.70454807
4524212	0	0.32208654
5310631	0	0.39792065
5048223	0	0.49196847
4786186	1	0.51974092
5310730	0	0.69648259
5572665	1	0.38498762
3082548	0	0.50342034
4000077	0	0.34735867
3082533	0	0.69067899
5310675	0	0.32668177
3606870	0	0.52595767
2951567	0	0.45505013
5310806	0	0.44705679
3082664	0	0.40342749
5441899	0	0.47294398
4786435	0	0.55155911
5572691	0	0.61757884
5310900	0	0.75156621
4655553	0	0.71128237
2951625	0	0.75502366
5441823	0	0.87564486
3475823	0	0.30409978
3213853	0	0.42487078
3606880	0	0.49072234
5573075	0	0.60702801
3738179	0	0.51085512
4000342	0	0.71001869
3213870	0	0.59609246
5311108	0	0.46071763
4524656	0	0.36367641
4655788	0	0.67129584
5311184	0	0.32687373
3345036	0	0.36667975
4524707	0	0.44968794
5573307	0	0.84084975
4000155	0	0.47656582
4524613	0	0.34829264
3083007	0	0.47273671
3214082	0	0.68498845
3476126	0	0.52534900
3738380	0	0.33377934
3082990	0	0.34863834
4655737	1	0.91831358
2951583	1	0.32002127
5180067	0	0.43121151
4000380	0	0.47670364
2951968	0	0.30486020
4000588	0	0.30030909
5442142	0	0.53579782
3083070	0	0.37337853
5311268	0	0.36840284
4655904	0	0.35011580
3214167	0	0.60296253
3607149	0	0.40731977
5573441	0	0.47417216
3869549	0	0.58369709
5180214	0	0.45413428
5442459	0	0.49937295
2952087	0	0.80359210
3083046	0	0.32279840
3083109	0	0.46631097
3607348	1	0.70318138
4524744	0	0.45743190
3607493	0	0.34355868
4918247	0	0.70814611
4656141	0	0.44237258
4000787	0	0.39055450
5180448	0	0.60611058
3345452	0	0.33558869
3083271	0	0.36077002
3607608	0	0.53636882
5180486	0	0.60647268
3214408	0	0.80340857
4656174	0	0.46071763
3345414	0	0.57820199
3476291	0	0.30748739
3345321	0	0.30275678
4918387	0	0.36454757
5442723	0	0.37842686
3345591	0	0.53812234
4000755	1	0.86590658
4656351	0	0.52931401
5311766	0	0.46071763
4000986	0	0.53505983
5180628	0	0.35458030
4525270	0	0.40668054
4918594	0	0.49409604
5442818	0	0.39160786
5573889	0	0.30176589
4525435	0	0.30544692
4000802	0	0.55090566
3869828	0	0.83834910
5180722	0	0.32424568
4525348	0	0.63807273
2952678	0	0.39676391
4787480	1	0.48388806
3345570	0	0.32076609
4656616	0	0.78810178
4656662	0	0.52931401
3870189	0	0.41882922
3738997	0	0.53515368
3739205	0	0.31295264
3608036	0	0.34041635
5312003	0	0.31138306
3214879	0	0.30408129
3477106	0	0.57781111
3739266	0	0.62613303
3608213	0	0.59127671
3346017	0	0.45215128
4525647	0	0.44258746
4656761	0	0.64676317
3739355	0	0.63485104
3215074	0	0.30748739
4787800	0	0.96413117
5443315	0	0.48512373
4001474	0	0.37393900
4918625	0	0.44189914
4656929	0	0.32785502
5574420	0	0.75556212
3739365	0	0.32767391
3739421	0	0.30748739
3739343	0	0.35814337
3084100	0	0.40293236
4787997	0	0.57148911
3477213	0	0.44186096
3215095	1	0.62315454
3477355	0	0.40194044
4788015	0	0.68909696
5443486	0	0.48617871
3870598	0	0.41879659
3477431	0	0.41015495
3608441	0	0.47174148
4918970	1	0.87364618
3214508	0	0.68250898
3739353	1	0.51973797
4919184	0	0.86116429
5443524	0	0.58337327
5181141	0	0.41789002
3739550	0	0.72163707
3346348	0	0.33924630
5443531	0	0.47448280
2953180	0	0.35455339
4526041	0	0.35821594
3215254	0	0.35792124
3215364	0	0.45145558
4657143	0	0.44785240
3477523	0	0.30390987
3346444	0	0.39827944
3870784	0	0.32134379
3346462	0	0.40186892
3084385	0	0.32001744
5312528	0	0.49256685
3477613	0	0.37450548
4919357	0	0.30748739
3870709	0	0.35677158
2953267	0	0.36498060
4788294	1	0.79840570
4526075	1	0.98984011
4919144	1	0.49197090
3215531	0	0.42224834
3608780	0	0.55448164
5443793	0	0.32910991
4919437	0	0.45917908
4525916	1	0.33832030
5312563	1	0.82581017
4001972	0	0.36155044
5312760	0	0.33149296
3215580	0	0.55284190
4657416	0	0.46761642
3739843	0	0.32422769
3084558	0	0.45436913
5443780	0	0.46489009
5312835	0	0.34316393
3739586	1	0.37277153
3346675	0	0.46619046
5181794	0	0.33665806
4657480	0	0.51656051
5443919	0	0.52737075
4919585	0	0.54131396
5443936	0	0.32568780
4526450	0	0.73077788
4919665	0	0.30952956
3215821	0	0.32134379
3739771	1	0.31686560
5575161	0	0.66818917
3477781	0	0.39912308
3215612	0	0.33009342
3084713	0	0.40510980
4526430	0	0.38130812
3215761	0	0.35066601
4526342	0	0.36012140
5312811	0	0.32643146
4526495	0	0.35022480
2953421	0	0.47526783
4002278	0	0.65418886
3478048	0	0.55955880
4919966	0	0.36164673
5182116	0	0.48590253
3347067	0	0.40823839
3740102	0	0.64402467
5313266	0	0.66686772
5182110	0	0.59123885
3215622	1	0.34151003
2953574	1	0.62152090
5182037	0	0.31062222
4789041	0	0.31164900
4526916	0	0.35244615
3216189	0	0.37968947
2954105	0	0.48295640
3609483	0	0.65141595
3085108	0	0.31338970
3347249	0	0.44186579
3871633	0	0.30748739
4920109	0	0.44900542
5444540	0	0.30960942
3085191	0	0.64181714
3216145	0	0.70707650
4526980	0	0.52101949
5444461	0	0.32960070
4526961	0	0.37278303
3478355	0	0.32633909
3216243	1	0.35865721
4920193	0	0.49284479
4002750	0	0.30001715
3609597	0	0.32611304
4920424	0	0.38475456
5182439	0	0.31608632
2954368	0	0.32492481
4789305	0	0.55317823
3740766	0	0.79665871
5182511	0	0.34078484
3478288	0	0.54156227
3478663	0	0.75753438
4789228	0	0.36184589
4002778	1	0.31460771
3871976	0	0.35277517
5444212	1	0.73127662
4789117	0	0.46168626
3216616	0	0.32001744
5182722	0	0.84073406
3347679	0	0.40401579
5182705	0	0.82697737
3216709	0	0.38967770
3478914	0	0.61058591
4920646	0	0.41593435
3478841	0	0.35230366
4527514	0	0.41165572
3478794	0	0.31740283
5575905	0	0.41450861
5575978	0	0.34794354
4527522	0	0.40101168
3347905	0	0.36829881
4527484	1	0.92775776
5182890	0	0.33514954
3216708	0	0.32094296
5313793	0	0.49893942
3872359	0	0.40973162
3741039	1	0.78893935
2954686	0	0.98791213
2954890	0	0.42074803
5576266	0	0.34917918
3085860	0	0.57823107
5575873	0	0.41262684
3741218	0	0.47620245
3610068	0	0.40149638
4658882	0	0.45490161
5445187	0	0.68285903
3348282	0	0.78241091
4527837	0	0.32627894
2955022	0	0.41899068
5314360	0	0.62428075
3741415	0	0.89607609
3217057	0	0.52891852
3217316	0	0.50647485
4527939	0	0.33827707
4528071	0	0.46993450
3348248	0	0.33421338
4789720	0	0.87589876
3348397	0	0.82554518
4527929	0	0.85736509
5445614	0	0.42886704
3086182	0	0.62003924
3610281	0	0.88307856
2955215	0	0.40806489
3741648	0	0.44978128
4790306	0	0.48141131
3217505	0	0.54685033
4790262	0	0.38971163
2955393	0	0.47789554
5314435	0	0.40280886
4004049	0	0.34097004
5183499	0	0.40495414
3086537	0	0.48925110
5445824	0	0.33929331
3479722	0	0.30532360
4790545	0	0.37792843
3873015	0	0.31418187
3872908	0	0.45898407
3610169	1	0.61024130
5445954	0	0.65608396
3610681	0	0.30233557
3479937	0	0.31035457
4659103	0	0.30264698
5445883	0	0.47628083
5314884	0	0.30746416
3348772	0	0.35515218
3610803	0	0.38479112
3479979	0	0.39460901
4921640	1	0.89430126
3873150	0	0.46524731
2955674	0	0.34479022
2955649	0	0.42283189
3479968	0	0.36735192
4659566	0	0.66722835
3480030	0	0.30689429
3610622	0	0.36306312
3742244	0	0.43105895
3873053	0	0.62396706
3217907	0	0.57978714
3611266	0	0.48075334
3087006	0	0.49628998
3086920	0	0.69420651
2955926	0	0.45712375
3742125	0	0.31538657
5446315	0	0.37582563
5445752	0	0.37930662
4790310	0	0.81769895
2955268	0	0.59286848
5446288	0	0.83842958
4922088	0	0.57205824
3218143	0	0.37453087
3480243	0	0.65087890
3087033	0	0.30351524
4529021	0	0.36662819
4791092	0	0.39515133
3349291	0	0.41131028
4004621	0	0.49677181
5184415	0	0.47831971
3218307	0	0.42870650
4529141	0	0.33234565
4004816	0	0.53333806
3742646	0	0.35465087
3611537	0	0.30030107
4528876	0	0.47611450
5446347	0	0.42679284
3873559	0	0.98399024
3218448	0	0.30748739
3218392	0	0.36662819
3087315	0	0.45956568
3349524	0	0.30748739
5184539	0	0.35346208
3349536	0	0.34159075
2956371	0	0.47739781
4528967	1	0.91853318
5315546	0	0.67528468
4922400	0	0.34540210
3873867	0	0.76156527
3742875	0	0.52836679
3873902	0	0.50112134
3087552	0	0.49485446
4922463	0	0.32357085
4660353	0	0.89865429
5446563	1	0.58610751
5315691	0	0.31891326
5315737	0	0.51627867
4791534	0	0.30748739
3611682	0	0.31207621
5053651	0	0.39686168
4921978	0	0.36360014
5446947	0	0.35968245
3874014	0	0.30038376
5446986	0	0.63901845
3218727	0	0.37517204
4005132	0	0.35459636
5446985	0	0.45098825
4922712	0	0.32772415
2956467	0	0.31264717
3218685	0	0.36493163
5053814	0	0.53460801
2956726	0	0.46071763
3218791	1	0.63387618
4922755	0	0.56955086
3349989	0	0.40134652
3481010	0	0.69373688
3218812	0	0.45327782
3874247	0	0.87836814
4005418	0	0.45613742
4922840	0	0.79944285
4660813	0	0.47414404
4529502	0	0.34395567
3481053	0	0.37503505
5054038	0	0.30120639
3743114	0	0.37564657
4529420	0	0.46005749
3743359	0	0.34887072
4660643	0	0.38616011
5316048	0	0.34207361
5185135	0	0.41110346
3350194	0	0.54277416
3743191	0	0.31331458
5054019	0	0.95783785
3219129	0	0.45159462
5447433	0	0.92307862
5185345	0	0.30092216
4005698	0	0.41586789
3219179	0	0.43607276
4530034	0	0.30642298
4661089	0	0.46618035
5447489	0	0.39770395
5185452	0	0.30784252
3612543	0	0.71778876
2957241	0	0.59968236
3481301	0	0.31988021
4792126	0	0.98507739
3350422	0	0.31818977
3088228	1	0.97035267
4530221	0	0.58181113
4792353	0	0.52809614
5447464	0	0.69395274
3088115	0	0.94303376
5447466	0	0.39605007
3743815	0	0.52901603
3219670	0	0.38085198
3874936	0	0.39328916
3219605	0	0.35483262
3219403	0	0.31366629
4006143	0	0.64139784
3088482	0	0.55636123
4006167	0	0.32439387
3612999	0	0.34272032
5316458	1	0.45694621
4923672	0	0.42359626
3743971	0	0.62839029
5316948	0	0.89304211
4661515	0	0.35673002
3481951	0	0.38443807
2957490	0	0.33478300
3744081	0	0.30507036
3088660	0	0.54662270
4530590	0	0.30736957
3875168	0	0.38964126
3351000	0	0.33224162
3612965	0	0.98739858
3350987	0	0.30673292
3613133	0	0.92859818
4923815	0	0.83283146
3219845	0	0.42446188
3088884	0	0.45540755
3481389	0	0.97426086
4006239	1	0.76483440
5186101	0	0.37441326
3088983	0	0.30748739
3482068	0	0.76883494
5054998	0	0.52376813
3613160	1	0.72581591
3744300	0	0.41384842
3744356	0	0.47501436
3088839	0	0.31348615
3219937	0	0.38916935
3482349	0	0.32761167
5448415	0	0.32193551
5186255	0	0.30113186
4006638	0	0.55538701
3088918	0	0.36142543
2957948	0	0.96979290
3744518	0	0.51340917
4006694	0	0.32132371
5186375	0	0.32439387
3220334	0	0.30079681
3220313	0	0.30013107
4006595	1	0.34281242
4924150	0	0.85270918
5317435	0	0.57421107
3089098	0	0.30246377
4530875	0	0.31814153
3613448	0	0.34000990
3482507	0	0.30748739
5448543	0	0.33722245
2958138	0	0.72836824
3613573	0	0.45012502
4006824	0	0.53794567
5186521	0	0.40863525
4924396	0	0.33481872
3351482	0	0.40189136
3088992	1	0.75322546
5317511	0	0.31674113
3351495	0	0.38378673
3482625	1	0.32493358
3743778	0	0.36071926
3351591	0	0.30191987
5448670	0	0.40041251
4924315	0	0.44395255
3744821	0	0.31846050
4793457	0	0.30748739
5317768	0	0.55388956
4531117	0	0.37375399
4793352	1	0.88076696
3744488	1	0.76579698
5317749	0	0.55834146
4007047	0	0.46731481
3089419	0	0.36753121
5186711	0	0.32265422
5448934	0	0.43703061
4531377	0	0.49903357
3482825	0	0.66905014
3220614	1	0.55823792
5317871	0	0.34603238
5448950	0	0.59341918
3482901	0	0.44506243
2958521	0	0.39891657
5186806	0	0.30454530
3744792	0	0.38963428
4531545	0	0.64218751
5449065	0	0.32765744
5449018	0	0.43472094
4007065	0	0.73250130
4531672	0	0.66571555
5186951	0	0.32950074
4007284	0	0.47226834
4531416	0	0.33093244
2958488	0	0.33727026
4007419	0	0.52646645
5449091	0	0.35012340
2958757	0	0.34708726
4007480	0	0.32439387
3089864	0	0.63397434
3351962	0	0.85846746
4531646	0	0.34737407
4793761	0	0.67889157
5317883	0	0.32154584
4924905	0	0.76293362
3613994	0	0.32856100
5449176	0	0.32583996
3220788	0	0.32003037
3483082	0	0.31744476
3352227	0	0.46957632
3614249	0	0.69826061
5449369	0	0.46865269
3876620	0	0.75173332
3614436	0	0.30748739
5449418	0	0.31603113
5318209	1	0.90519594
5187343	0	0.32493269
3221187	0	0.58523169
4007727	0	0.35910648
3876678	0	0.39950101
5056238	0	0.41731020
5317942	0	0.43177413
3483319	0	0.38412897
2959249	0	0.30748739
3614648	0	0.63102616
5318368	0	0.57100550
3876443	0	0.35842948
5318600	0	0.34178922
3090249	0	0.30599625
5056110	1	0.67911668
4007744	0	0.42815091
3614464	0	0.71821462
5187545	0	0.69648259
3352573	0	0.42712515
3876879	0	0.42250830
4007918	0	0.62824387
2959307	0	0.33330927
5056204	1	0.36107223
5449776	0	0.43348969
4925226	0	0.52403839
5449549	0	0.85336791
4925471	0	0.43890559
3614788	0	0.41879659
3221445	1	0.67227353
3483720	0	0.44237150
3483766	0	0.71602881
5318800	0	0.31627061
3090554	0	0.32001744
3090538	0	0.30748739
4007982	0	0.35147257
3352794	0	0.38304768
3221727	0	0.37345007
3483875	0	0.95908550
3745900	0	0.36876745
2959496	0	0.30515303
4532375	0	0.44638964
3221795	0	0.55779691
5318851	0	0.36007721
4925778	0	0.37486938
3615027	0	0.43662455
3746154	0	0.43814169
4532540	0	0.36187644
3090804	0	0.64698006
3090857	0	0.59820865
3090888	0	0.46093849
3877382	0	0.47356329
4532756	0	0.31989414
5188073	0	0.36647408
5450259	0	0.35088481
4532774	0	0.31255090
3222061	0	0.38468550
3221780	0	0.48733302
5319275	0	0.41425577
4794955	0	0.61117964
5056676	0	0.54752659
3090592	0	0.36723787
5188169	0	0.45024560
5056862	1	0.62303604
3352692	0	0.31547393
5450264	0	0.30362292
3221844	0	0.41857530
3222159	0	0.33500335
4794590	1	0.70635932
4794908	0	0.52547414
3091092	0	0.30912548
3222185	0	0.61928603
5319404	0	0.91607706
5319432	0	0.41974178
5319023	0	0.54389209
3484284	0	0.30748739
4532866	0	0.39853247
5188379	0	0.47836694
3484567	0	0.63820161
4795021	0	0.41904563
5188534	0	0.37894673
4402113	0	0.92962104
4008859	0	0.71046380
5319580	0	0.34680425
3222410	0	0.30331773
3615684	0	0.30748739
4795270	0	0.47446157
5188529	0	0.88437903
3222525	0	0.39842023
3877738	0	0.34322247
4008983	0	0.88721952
5188593	0	0.34849619
5188550	0	0.45651264
3746668	0	0.35346651
5188621	0	0.64402486
3746609	0	0.86865678
4926338	0	0.33825035
2960491	0	0.30748739
3615746	0	0.34516999
3353745	0	0.80975219
3484870	0	0.32004827
5057674	0	0.31670617
4402323	0	0.54865926
4009158	0	0.35848872
5188667	0	0.68305186
5450977	0	0.46351621
2960628	0	0.38805628
4402356	0	0.82921245
3484930	0	0.39426540
3484971	0	0.67466566
3485009	0	0.45760108
3354000	0	0.32424568
5451046	0	0.33512908
4795804	0	0.54959817
3747233	0	0.34254323
5451152	0	0.42852422
4533470	0	0.60610436
3747237	0	0.30080231
3353935	0	0.86838063
5319745	0	0.31116006
3485084	0	0.36780316
3616196	0	0.43298383
5189063	0	0.43298166
3878385	0	0.33890125
3222996	0	0.55385637
5320141	0	0.30498755
4402687	0	0.61461545
3091960	0	0.33705284
4009528	0	0.33433159
3484903	1	0.65133867
5320198	0	0.50568906
4533837	0	0.42982075
4009570	0	0.62972468
4402742	0	0.63594536
3747173	0	0.52707278
3223068	0	0.66927368
3485212	0	0.70653959
3747354	0	0.33560985
4402832	0	0.52455713
3222923	0	0.44736278
4009586	0	0.52892266
4009601	0	0.31181843
4795996	0	0.68956048
4927041	0	0.38303113
5451451	0	0.57491634
4927223	0	0.30748739
3616374	1	0.98201908
4402896	0	0.33946077
4402657	0	0.78594406
5320169	1	0.47800619
4927277	0	0.35674074
3092165	0	0.33420820
3485333	0	0.72476057
4402898	0	0.63701067
4796209	0	0.46073931
4927164	0	0.32198681
5451519	0	0.43169651
4009703	0	0.73756208
4533879	0	0.47558003
4009726	0	0.34850481
2961271	0	0.46710817
3223461	0	0.58271912
3878867	0	0.39118971
5058437	0	0.37127171
5320565	0	0.48412304
4534229	0	0.52233958
5451738	0	0.40490393
2961397	0	0.73583599
3878864	0	0.31641774
4403040	0	0.48925110
3747778	0	0.37378574
4403201	0	0.68098912
4534221	0	0.31489345
2961023	1	0.78868411
3485558	0	0.54477104
3485695	0	0.36712598
4533865	1	0.83887042
3353708	1	0.96666458
5189639	0	0.41474336
4534375	0	0.45711360
4403298	0	0.53534810
4403352	0	0.49189069
3092626	0	0.44778023
5451917	0	0.62658942
3616751	0	0.53906404
3223592	0	0.46071763
5189771	0	0.55422499
5189827	0	0.61923213
3878476	0	0.50608309
5451912	0	0.36325149
3879068	0	0.32847848
3354807	0	0.46071763
5452009	0	0.32578480
3616988	0	0.69666449
4796654	0	0.77204830
3879118	0	0.55088440
5189410	0	0.65991191
5189994	0	0.38284949
4403428	0	0.75289478
3354882	0	0.31963270
4796796	0	0.86680589
4403644	0	0.93750967
4927886	0	0.36839435
3092893	0	0.41667160
3486125	0	0.44103574
3879314	0	0.67422426
3224021	0	0.45252573
3748217	0	0.38109722
3617247	0	0.57278211
5189832	0	0.74420260
3223956	0	0.68312073
5059056	0	0.32349560
5190093	0	0.46853402
3355205	0	0.45837994
5190180	0	0.48461777
4928175	0	0.46071763
3486210	0	0.52254588
3224241	0	0.49271592
2962051	0	0.48415174
4403782	0	0.54186916
3355316	0	0.32851864
5059129	0	0.57150013
3224114	0	0.52472920
4535059	0	0.33839329
3224301	0	0.30748739
5059346	0	0.83919071
3224195	0	0.37117885
3093271	0	0.51188353
2962211	0	0.30748739
5452500	0	0.47322070
4797185	0	0.40444926
5321425	0	0.31913927
5452076	0	0.31441383
4797269	0	0.30567072
4010800	0	0.33249924
4797326	0	0.32689112
4010849	0	0.42623309
4928012	0	0.31750850
4928424	0	0.80847650
4928404	0	0.35487164
3355139	0	0.50215628
5321415	0	0.46419531
3879782	0	0.32407317
4404059	0	0.51076163
4404078	0	0.33345908
4928509	0	0.82673638
3617876	0	0.36662819
3355736	0	0.37687869
3224745	1	0.95352616
4535196	0	0.45612643
3618108	0	0.39608452
5453038	0	0.47322070
4011310	0	0.32878512
4928894	0	0.91193470
3748895	0	0.30748739
3880303	0	0.61756656
5190595	1	0.38763649
2962875	0	0.65592486
4404663	0	0.51607864
4535634	0	0.79645741
3879762	0	0.89388335
4535794	0	0.93215647
4011431	0	0.39284786
5322187	0	0.82435555
2962790	0	0.30748739
2962640	1	0.58218015
4404279	0	0.73818531
5322062	0	0.58449364
3224901	0	0.83834800
5191111	0	0.92548011
4404765	0	0.35810692
3225168	0	0.82516865
3356199	0	0.86313633
5322239	0	0.31551127
4667077	0	0.68472702
4404918	0	0.32827133
4535767	0	0.53685708
3749560	0	0.31627061
5191158	0	0.35112727
3356304	0	0.42785896
5191356	0	0.42761922
3749649	0	0.41291670
4011736	0	0.39656770
2963203	0	0.30387237
3225419	0	0.94485866
4011668	0	0.69615003
3225463	0	0.35540079
2963348	0	0.30748739
4011832	0	0.61209575
5060513	0	0.37008559
3356537	0	0.33435902
3880877	0	0.32497782
5322275	1	0.48010136
3224810	1	0.75352480
5191598	0	0.40005420
4405046	0	0.42223251
3749919	0	0.31809291
5191458	1	0.91072852
4667261	0	0.30340516
3487733	0	0.44760723
3356652	0	0.31979686
3749854	0	0.42763803
3094624	0	0.38980039
4012001	0	0.32231955
3225638	0	0.36662819
5191802	0	0.44127507
3225716	0	0.83636235
4798612	0	0.32813115
5454005	0	0.35181864
4012119	1	0.44420685
4012191	0	0.51703449
3094729	0	0.31095455
3356821	0	0.54959817
3750042	0	0.31733097
3881238	0	0.33374732
4012277	0	0.52826329
5454187	0	0.50647485
3881145	0	0.31904293
4011995	0	0.52503656
5454208	0	0.45755220
3750281	0	0.52782410
4012234	0	0.86067194
5192076	0	0.33958291
4667786	0	0.33253346
3357014	0	0.37926426
3094961	0	0.62060428
5454331	0	0.69368723
3487883	0	0.59693773
3750284	0	0.30748739
3357193	0	0.35064176
3226138	0	0.30748739
5192160	0	0.37699165
4405794	0	0.35679650
5323343	0	0.32424568
5192221	0	0.42135376
4667690	1	0.45395744
4405800	0	0.35233658
4536959	0	0.46071763
4405882	0	0.56787975
3226238	0	0.42794971
4012716	0	0.32134379
3618963	0	0.54711009
3225966	0	0.55448164
5323488	0	0.34859148
4012759	0	0.63062345
5454472	0	0.36216877
4012817	0	0.30434845
2964255	0	0.41526857
3225829	1	0.48574553
4536919	0	0.56862536
3488457	0	0.39681098
5192365	0	0.31928004
3619557	0	0.35173223
3750406	0	0.45607589
3226413	0	0.39033066
5323678	0	0.38324280
3619660	0	0.51347087
5061549	0	0.37315935
5323742	0	0.38844436
5061499	0	0.61355198
3619570	1	0.83387505
3881634	0	0.41532663
3619385	1	0.45597075
4406305	0	0.79538478
5454887	0	0.47716905
3882009	0	0.32679124
4930435	0	0.30221425
3226625	0	0.38697581
3488484	0	0.50661155
4012938	0	0.43997811
4799063	0	0.33894354
5323831	0	0.32424568
3750986	0	0.51287048
3226718	0	0.68816787
4537451	0	0.44985651
5061751	0	0.57742490
4799504	0	0.33431039
4799493	0	0.32568985
3226721	0	0.35637488
3620008	0	0.72248024
5323857	0	0.42755428
5454996	0	0.30748739
4930733	0	0.38074695
3882031	0	0.49854478
3882230	0	0.35825242
2964639	0	0.35967808
3095683	1	0.72199437
3882116	0	0.46899144
3226884	0	0.75172136
4537343	0	0.33691025
3751186	0	0.30627007
3357958	0	0.63569142
2964814	0	0.51304947
5324063	0	0.60647268
3620048	0	0.32057681
3751050	0	0.31088269
5454946	0	0.59399390
3488892	0	0.32424568
5454951	0	0.87749919
4537449	0	0.32573944
2964868	0	0.30748739
4013135	0	0.52856589
5324259	0	0.46430968
3227051	0	0.30748739
4013375	0	0.91177321
4799974	0	0.33242191
2965040	0	0.38820140
5193204	0	0.45801410
3620402	0	0.68661328
3751470	0	0.93980061
3488689	1	0.83136124
4799867	0	0.48510130
3095868	0	0.41390331
2965132	0	0.39514139
3882645	0	0.46446357
3227251	0	0.53134361
3882435	1	0.32796912
5324450	0	0.52320513
4013292	1	0.96232106
5193367	0	0.50825765
3358422	0	0.59662666
3489429	0	0.52177246
3751609	0	0.72189386
3227264	0	0.43498920
2965269	0	0.30748739
3489574	0	0.33131598
3882828	0	0.49944233
3489271	1	0.47684591
3358493	0	0.35494412
4538282	0	0.30156619
3620387	1	0.39847828
5324743	0	0.39973137
3620693	0	0.51116683
4800476	0	0.46071763
3227518	0	0.41440443
3358647	0	0.39586503
5193694	0	0.34287168
5324721	0	0.36724889
3358633	0	0.41654268
2965381	0	0.38842074
3883022	0	0.48971254
4014021	0	0.53878841
3096216	1	0.56347810
5062679	0	0.48257574
4014137	0	0.43694042
5193811	0	0.48266172
5455842	0	0.30449773
3882885	0	0.60379802
3227632	0	0.67766293
3489118	0	0.70125978
5062733	0	0.48257574
5324647	0	0.56231717
4014169	0	0.90318841
4800619	0	0.40261898
5324906	0	0.36927870
3883149	0	0.65958307
4931645	0	0.43134186
4014186	0	0.43284591
5062845	0	0.30748739
5455920	0	0.39513521
3358863	0	0.53194271
3490050	0	0.35800390
3096834	0	0.62754558
4538633	0	0.45072377
3096810	0	0.33074506
4931825	0	0.37116545
4800622	0	0.40633230
4931959	0	0.36939240
3489813	0	0.34220140
5193884	1	0.96408395
4014257	0	0.63943807
3883342	0	0.32738895
4932048	0	0.47099343
4014487	0	0.36289384
5325290	0	0.30748739
2966019	0	0.31822277
2965665	0	0.43236403
3752372	0	0.30740686
2965924	0	0.30365541
3621426	0	0.59365582
3621449	0	0.49560075
3621144	0	0.73148041
3228284	0	0.60074750
4538917	0	0.40142563
4538647	0	0.38576151
3621519	0	0.65608396
4014631	0	0.76441218
4932156	0	0.36868144
2966106	0	0.36662819
5325510	0	0.72814696
2966164	0	0.50312139
4932246	0	0.37436048
5194478	0	0.54824699
5325040	0	0.30489679
3883202	1	0.40091231
5325513	0	0.37169260
3621594	0	0.34655771
2966281	0	0.41528320
5325693	0	0.51447899
3621603	0	0.79279252
4014916	0	0.30576466
5063442	0	0.70173950
5063329	1	0.35551979
5063510	0	0.48257574
5456603	0	0.32988562
3097496	0	0.40885684
5325820	0	0.55830932
3097420	0	0.32185629
4277139	0	0.67569170
5456716	0	0.69077107
5325735	0	0.44696462
4015051	0	0.77458235
4277010	0	0.33346472
3097506	0	0.37483455
5325830	0	0.50647485
